gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING
0000000105,1,1686183967203836700,0.02304,0.022528,0.396544,137.383424,311.13856,332.100608
0000000054,1,1686183967263415000,0.037376,0.035584,1.248768,30.431488,179.52512,200.465664
0000000106,1,1686183967304714500,0.032,0.03072,0.378112,37.425152,252.691968,276.197376
0000000055,1,1686183967364043800,0.030208,0.02944,0.48896,107.757056,294.361088,315.62624
0000000107,1,1686183967405829400,0.034816,0.033792,0.721664,46.626816,229.670912,252.555264
0000000056,1,1686183967466542800,0.051712,0.04992,1.64864,39.914496,239.167744,260.353536
0000000108,1,1686183967505977600,0.033792,0.032768,0.5376,70.72,253.071616,274.980864
0000000057,1,1686183967564333600,0.301824,0.19584,1.449472,43.816448,297.811968,318.902016
0000000109,1,1686183967606226700,0.038912,0.038144,2.7392,55.727872,226.884096,248.217088
0000000058,1,1686183967664593200,0.071936,0.0704,0.627456,60.36864,221.586432,242.722048
0000000110,1,1686183967706094000,0.021504,0.020992,1.273856,89.96096,289.30944,310.961152
0000000059,1,1686183967765429500,0.028928,0.027648,0.677376,34.65216,212.834048,234.119936
0000000111,1,1686183967806171000,0.043008,0.036096,0.364544,55.969024,269.029376,290.689792
0000000060,1,1686183967865514200,0.032256,0.026624,0.349184,47.42144,312.956416,334.067712
0000000112,1,1686183967906293500,0.587264,0.585728,1.142272,145.95584,374.191872,395.693568
0000000061,1,1686183967965690400,0.04096,0.039936,0.76032,106.976512,434.376704,455.748608
0000000113,1,1686183968006503400,0.059904,0.058368,1.273344,118.642688,294.779136,315.874304
0000000062,1,1686183968066001000,0.03968,0.038656,1.344,75.263488,337.703424,358.67904
0000000114,1,1686183968106563000,0.240128,0.225024,0.598528,66.569728,463.505664,485.323264
0000000063,1,1686183968166732500,0.035584,0.03456,0.552448,53.035776,421.887232,443.651584
0000000115,1,1686183968206586400,0.0448,0.036096,0.464128,122.106112,472.89088,496.82048
0000000064,1,1686183968266841300,0.040448,0.033792,0.441088,63.071232,508.0128,528.87296
0000000116,1,1686183968306946000,0.043008,0.04224,1.304832,82.777344,444.346112,465.635584
0000000065,1,1686183968366905900,0.043264,0.042496,0.404736,100.942848,608.164096,629.233408
0000000117,1,1686183968406994700,0.032256,0.031488,0.39808,51.125248,511.660544,532.48256
0000000066,1,1686183968466938400,0.040448,0.039168,0.395776,127.565056,567.438336,588.660736
0000000118,1,1686183968507559700,0.055808,0.054528,1.069056,108.16512,534.807808,555.951104
0000000067,1,1686183968567658500,0.040704,0.039168,1.675776,108.27136,550.579456,571.654656
0000000119,1,1686183968607467000,0.03328,0.032512,1.16608,116.01024,507.297792,528.22016
0000000068,1,1686183968667326200,0.045824,0.044544,0.438016,114.914048,463.332352,484.492544
0000000120,1,1686183968707561500,0.050944,0.049408,0.581632,101.363968,416.66816,437.989888
0000000069,1,1686183968767419000,0.040704,0.039168,0.521216,101.039104,421.511424,445.940992
0000000121,1,1686183968807783200,0.035072,0.033792,0.537088,128.511232,380.392704,401.596928
0000000122,1,1686183968907867000,0.04352,0.036096,0.395776,64.781312,298.704384,326.545152
0000000123,1,1686183969017501200,0.196864,0.195328,0.548096,82.860032,210.315008,232.723712
0000000124,1,1686183969109123600,0.053248,0.051968,0.622592,40.03456,393.507072,414.981632
0000000125,1,1686183969209641500,0.033024,0.032,0.317184,251.297536,341.102592,362.46528
0000000126,1,1686183969310104300,0.070144,0.062976,0.492032,155.502336,247.1744,269.472768
0000000127,1,1686183969409979000,0.072704,0.071168,0.805376,55.091968,161.149696,182.420736
0000000128,1,1686183969510053600,0.03456,0.033536,0.577024,57.56928,113.123328,134.112768
0000000129,1,1686183969610157600,0.04096,0.039936,0.462592,36.703232,93.934336,114.797056
0000000130,1,1686183969710221000,0.03968,0.0384,0.472576,221.777408,306.092544,327.391488
0000000131,1,1686183969810315000,0.03968,0.03456,0.438272,127.629568,214.075136,234.984448
0000000132,1,1686183969910510600,0.028928,0.027904,0.319488,27.88224,146.690304,169.010944
0000000133,1,1686183970010664000,0.042752,0.033792,0.517376,31.775232,88.851968,109.986304
0000000134,1,1686183970110754600,0.038144,0.03712,0.542464,225.041664,295.720448,316.654848
0000000135,1,1686183970211036000,0.045312,0.044288,0.374784,126.339328,211.228928,232.616704
0000000136,1,1686183970311042000,0.042752,0.041728,0.333568,26.608384,134.723584,155.61984
0000000137,1,1686183970411973600,0.10752,0.105216,1.216,24.377856,81.399552,102.30912
0000000138,1,1686183970512137000,0.051968,0.044544,0.472064,206.41664,292.514048,314.2848
0000000139,1,1686183970612239400,0.055552,0.047616,0.421888,111.700224,207.309056,228.404736
0000000140,1,1686183970712471000,0.049152,0.048384,0.39296,18.54976,158.814208,179.718912
0000000141,1,1686183970813341700,0.052992,0.044032,0.393216,39.270912,315.035392,335.964928
0000000142,1,1686183970913481500,0.045312,0.043776,0.429824,189.075968,272.173824,293.05728
0000000143,1,1686183971013621200,0.03456,0.033792,0.428544,89.267712,188.038656,209.557504
0000000144,1,1686183971114316000,0.076032,0.056576,0.506112,32.835072,121.354752,146.169344
0000000145,1,1686183971214411500,0.040192,0.033792,0.412416,35.747584,89.129216,110.950912
0000000146,1,1686183971315583700,0.060416,0.04992,0.697088,217.662464,286.326528,307.706112
0000000147,1,1686183971415750000,0.093952,0.09216,3.59808,118.358016,199.177216,221.284352
0000000148,1,1686183971516467700,0.044032,0.042752,0.3584,25.11616,119.024128,140.185088
0000000149,1,1686183971616291600,0.02816,0.027392,0.308224,32.781312,89.404672,111.091968
0000000150,1,1686183971716421400,0.033536,0.032512,1.38112,215.587072,293.013504,314.2656
0000000200,1,1686183971728054300,0.219648,0.218112,3.184128,22.325504,88.124416,111.012864
0000000151,1,1686183971816550100,0.040192,0.038656,0.457216,116.896,203.775488,224.74624
0000000201,1,1686183971827213300,0.050944,0.042752,0.496896,231.723008,319.221248,340.183296
0000000152,1,1686183971916644900,0.038656,0.037632,0.338688,21.907968,168.66944,189.974528
0000000202,1,1686183971927291600,0.031232,0.03072,0.536064,135.419136,233.625344,254.697216
0000000153,1,1686183972017034500,0.038144,0.03712,0.340224,39.970048,368.031232,389.078528
0000000203,1,1686183972028144400,0.035584,0.03456,0.729088,37.582592,164.150272,185.549568
0000000154,1,1686183972117088500,0.04096,0.039424,0.43776,238.083072,348.836096,369.910784
0000000204,1,1686183972128282000,0.041472,0.040448,0.696064,37.133568,97.462784,118.538496
0000000155,1,1686183972217309200,0.052992,0.051712,0.47488,134.225408,237.571072,258.96576
0000000205,1,1686183972228329000,0.045824,0.038656,0.894976,238.584064,326.738688,347.798272
0000000156,1,1686183972317659100,0.042496,0.041216,0.33664,42.548224,154.100224,175.128832
0000000206,1,1686183972328457200,0.03456,0.03328,0.372736,142.25024,233.322496,255.104512
0000000157,1,1686183972417726000,0.056576,0.054784,0.4864,54.84544,375.76192,397.7792
0000000207,1,1686183972428968700,0.053504,0.052224,0.606464,42.153472,171.84384,192.8704
0000000158,1,1686183972517844000,0.038912,0.030464,0.381952,195.01056,350.916352,372.154368
0000000208,1,1686183972529082600,0.049664,0.041984,0.338688,42.369024,99.815936,122.740224
0000000159,1,1686183972617965000,0.06528,0.05248,0.533248,95.573504,286.674432,308.447232
0000000209,1,1686183972629373200,0.025856,0.024832,0.390656,248.845312,422.160896,443.294976
0000000160,1,1686183972718790000,0.043008,0.041984,0.894464,61.958656,224.846336,245.87392
0000000210,1,1686183972729478000,0.040192,0.038912,0.401408,158.417664,336.683776,360.862976
0000000161,1,1686183972821059000,0.05376,0.052224,0.41984,91.303168,352.189184,375.666432
0000000211,1,1686183972829527800,0.047872,0.040448,0.709376,63.030784,349.959168,371.071488
0000000162,1,1686183972921425000,0.041216,0.039936,0.334592,58.07744,488.476416,509.378816
0000000212,1,1686183972929648000,0.048128,0.047104,0.56064,46.058496,406.0544,431.871488
0000000163,1,1686183973021593300,0.786176,0.041984,1.15328,141.868032,483.572992,504.635904
0000000213,1,1686183973030074600,0.04096,0.039936,0.491264,116.56576,373.793024,394.660352
0000000164,1,1686183973122176000,0.043776,0.036864,0.588032,136.95744,481.102848,501.968384
0000000214,1,1686183973136249000,0.034304,0.03328,3.232,117.437696,423.427584,445.658112
0000000165,1,1686183973222233900,0.05248,0.050944,0.416512,94.829824,525.286656,546.375424
0000000215,1,1686183973235644200,0.041728,0.04096,0.4352,70.966016,414.43968,436.644608
0000000166,1,1686183973322388200,0.047872,0.037888,0.3648,80.644352,445.068288,467.702784
0000000216,1,1686183973336740600,0.032512,0.031744,0.613888,99.734528,473.059072,494.825984
0000000167,1,1686183973422459400,0.065536,0.056832,0.47488,111.24992,436.778496,458.026752
0000000217,1,1686183973436751400,0.030208,0.029184,0.404224,159.648,490.096128,515.492608
0000000168,1,1686183973522584000,0.043008,0.041728,0.385792,83.13216,406.77376,428.51072
0000000218,1,1686183973536876800,0.03712,0.036096,1.0624,86.44352,392.562176,414.442752
0000000169,1,1686183973622674700,0.042496,0.041216,0.355072,153.004544,360.493056,382.180608
0000000219,1,1686183973636988000,0.191232,0.189184,0.670976,116.961536,350.892544,371.988736
0000000220,1,1686183973737076700,0.032512,0.031488,0.655616,75.526656,324.416256,345.62304
0000000221,1,1686183973838896400,0.065024,0.064,0.550912,118.432256,253.602048,274.557184
0000000222,1,1686183973938966800,0.051456,0.04992,0.392448,39.309568,190.023424,211.449856
0000000223,1,1686183974039235300,0.350976,0.343296,3.211776,40.4608,117.090304,138.872832
0000000224,1,1686183974139309600,0.07296,0.07168,0.602368,29.472256,93.014528,114.087168
0000000225,1,1686183974239259000,0.04608,0.045056,0.44032,218.208768,320.561408,342.934784
0000000226,1,1686183974339370800,0.034048,0.03328,0.366848,132.900096,238.028544,259.321344
0000000227,1,1686183974439617500,0.23552,0.227584,0.754944,32.744448,175.401472,196.840448
0000000228,1,1686183974539635700,0.032768,0.031744,0.662016,38.996736,99.508992,120.55424
0000000229,1,1686183974639639800,0.019456,0.018944,0.726272,223.73248,298.755584,319.894016
0000000230,1,1686183974739800000,0.051968,0.043776,1.321472,130.505984,205.29664,226.427904
0000000231,1,1686183974839912000,0.093696,0.083968,0.658944,31.094528,133.95072,155.37408
0000000232,1,1686183974939911400,0.031488,0.03072,0.305152,44.430336,101.02656,122.0288
0000000233,1,1686183975040067800,0.05888,0.04992,0.449024,229.409536,304.944896,325.897728
0000000234,1,1686183975140149800,0.060928,0.0512,0.64256,136.053504,221.670656,244.191744
0000000235,1,1686183975240252200,0.073984,0.063744,0.514816,36.050432,149.293568,170.191104
0000000236,1,1686183975340450600,0.04736,0.046336,0.880384,34.895872,89.5808,110.436608
0000000237,1,1686183975440438800,0.134912,0.043776,0.579584,218.656256,297.520128,319.419392
0000000238,1,1686183975540588000,0.034304,0.033536,0.684032,121.148928,204.86912,226.15296
0000000239,1,1686183975640852500,0.055808,0.054272,0.416,27.229952,148.55168,169.45792
0000000240,1,1686183975741111300,0.0384,0.03712,0.296448,25.178112,86.57664,107.303424
0000000241,1,1686183975841188600,0.028416,0.027648,0.364544,210.202368,308.705024,330.591488
0000000242,1,1686183975941346600,0.057856,0.05632,0.436224,120.029952,214.511616,236.220672
0000000243,1,1686183976041313300,0.031488,0.03072,0.417024,25.776384,113.595392,134.603776
0000000244,1,1686183976141534000,0.058368,0.057088,0.491776,23.86944,87.309056,108.339968
0000000245,1,1686183976241652700,0.03584,0.034816,0.49408,225.092864,307.405056,328.694272
0000000300,1,1686183976284143600,0.100352,0.09856,0.640512,17.640192,72.692992,93.652224
0000000246,1,1686183976341732000,0.03584,0.03456,0.402176,125.865472,240.988416,262.18752
0000000301,1,1686183976384223200,0.04224,0.03328,0.991744,219.899392,327.30752,349.477888
0000000247,1,1686183976441923800,0.11648,0.11136,3.379456,30.577408,191.241728,213.856512
0000000302,1,1686183976484552000,0.046848,0.045312,0.435712,130.875136,237.757184,259.822336
0000000248,1,1686183976542005800,0.04992,0.048384,0.463872,40.77824,200.889088,224.217856
0000000303,1,1686183976585039400,0.04864,0.04096,0.806144,33.220608,198.857984,220.450304
0000000249,1,1686183976642714000,0.036608,0.035584,0.32256,27.711744,212.170496,233.187072
0000000304,1,1686183976685401300,0.041472,0.040192,0.53376,50.733312,155.15392,177.485824
0000000250,1,1686183976742931200,0.028416,0.025088,0.376832,61.511936,172.081152,193.2608
0000000305,1,1686183976785398000,0.11136,0.109312,0.75264,77.69472,175.032576,195.970304
0000000251,1,1686183976843055000,0.04352,0.042496,0.536832,25.043968,121.743104,142.585856
0000000306,1,1686183976885542100,0.06144,0.045312,0.432128,31.364352,108.411136,129.508608
0000000252,1,1686183976943201800,0.059648,0.058368,0.6656,36.690432,113.268224,134.062848
0000000307,1,1686183976985536300,0.031232,0.029952,0.452608,25.453568,101.49504,122.343168
0000000253,1,1686183977043248600,0.039936,0.039168,0.49792,29.252608,84.878592,105.6896
0000000308,1,1686183977085796400,0.300288,0.29184,0.82176,223.826688,345.397504,366.948352
0000000254,1,1686183977143383000,0.036096,0.033792,0.434432,230.91712,349.346816,370.215168
0000000309,1,1686183977185931500,0.03584,0.035072,2.710272,135.045888,318.616064,339.616512
0000000255,1,1686183977243498200,0.05376,0.040704,0.517888,139.597824,266.480896,287.466496
0000000310,1,1686183977286016300,0.037376,0.036608,0.460288,34.632704,157.799168,178.72
0000000256,1,1686183977343553300,0.048896,0.047616,0.429824,42.601728,222.679296,244.521216
0000000311,1,1686183977386628900,0.055808,0.054528,0.572672,65.659392,161.064448,182.218496
0000000257,1,1686183977443542300,0.024064,0.023296,0.452608,72.835584,171.670016,192.701184
0000000312,1,1686183977486417400,0.034304,0.033024,0.380928,43.953664,132.13056,153.122048
0000000258,1,1686183977543688400,0.04352,0.042496,0.424448,26.86208,108.113664,129.460992
0000000313,1,1686183977586451500,0.039168,0.038144,0.94208,47.348736,119.730432,140.869632
0000000259,1,1686183977643735000,0.037632,0.036864,0.553472,22.889216,91.01312,112.013568
0000000314,1,1686183977686534000,0.032768,0.031744,1.062144,34.55744,99.261696,120.374016
0000000260,1,1686183977743872000,0.039168,0.038144,0.3392,242.16064,434.87488,455.774208
0000000315,1,1686183977787911400,0.085248,0.0832,0.54912,252.881152,477.02656,498.259968
0000000261,1,1686183977844070700,0.064512,0.06272,0.567552,142.485504,413.274112,434.325504
0000000316,1,1686183977888056600,0.04352,0.036608,0.61696,156.231936,369.576448,390.460672
0000000262,1,1686183977944025900,0.02944,0.027904,0.398848,45.191936,345.950208,366.8288
0000000317,1,1686183977988106500,0.0384,0.037376,0.50176,68.200704,321.842688,343.154688
0000000263,1,1686183978044106800,0.029184,0.027904,1.10336,73.19808,358.70208,379.800064
0000000318,1,1686183978088228600,0.06528,0.063488,0.4992,68.003584,389.87264,413.469696
0000000264,1,1686183978144208600,0.045824,0.037632,0.553728,101.947904,424.607488,445.935872
0000000319,1,1686183978188581000,0.031488,0.030464,0.567552,140.518656,544.376576,577.572352
0000000265,1,1686183978245357000,0.028672,0.027648,0.356864,62.644736,359.766016,385.236736
0000000320,1,1686183978288683000,0.380928,0.372736,0.829184,77.443584,475.218688,497.793792
0000000266,1,1686183978345443600,0.147712,0.137472,0.59008,114.33856,693.702656,716.78336
0000000321,1,1686183978388698600,0.037632,0.036352,0.404224,55.487744,611.417088,632.64128
0000000267,1,1686183978445587700,0.091648,0.089344,0.709632,116.4352,703.812608,725.242368
0000000322,1,1686183978489033000,0.061696,0.055808,0.706304,288.16128,758.241024,783.119104
0000000268,1,1686183978545777000,1.671936,1.664,2.63296,160.401664,704.686336,725.804032
0000000323,1,1686183978590047700,0.383744,0.381184,1.447936,282.9696,701.051904,722.24512
0000000269,1,1686183978645801000,0.059392,0.058368,0.558336,188.822528,668.9088,690.37056
0000000324,1,1686183978696630800,0.185856,0.183808,1.196544,193.249024,606.810624,628.691968
0000000325,1,1686183978802615300,2.11072,2.108672,3.385088,209.55008,527.450112,549.562368
0000000326,1,1686183978897580500,0.039168,0.038144,2.148352,134.210048,452.201984,473.249792
0000000327,1,1686183978997904100,0.124928,0.123648,0.806144,173.70624,373.218304,394.231552
0000000328,1,1686183979098084900,0.04096,0.03968,0.3648,121.120512,292.390912,313.563136
0000000329,1,1686183979198462700,0.040704,0.039168,0.376832,50.566144,206.002432,227.054592
0000000330,1,1686183979298699500,0.031744,0.030464,0.40576,49.788672,131.150848,153.900544
0000000331,1,1686183979399396900,0.051968,0.043008,0.37248,17.015808,75.283968,96.348928
0000000332,1,1686183979499423000,0.032768,0.031232,0.4288,195.335168,279.357696,300.391168
0000000333,1,1686183979600141600,0.067328,0.066048,1.198592,96.612096,179.211776,201.579264
0000000334,1,1686183979700121600,0.025088,0.024576,0.41984,35.988992,127.242752,148.247808
0000000335,1,1686183979801139700,0.038656,0.03712,0.563456,43.085056,101.620224,123.752448
0000000336,1,1686183979901162500,0.037376,0.031744,0.473344,14.61248,69.135872,89.887744
0000000337,1,1686183980001251000,0.044032,0.035328,0.411136,188.501504,273.767424,295.403776
0000000338,1,1686183980101427500,0.06272,0.048896,0.624896,89.489664,178.58432,199.889664
0000000339,1,1686183980202397400,0.037632,0.036608,0.37888,33.598464,132.414464,153.310464
0000000340,1,1686183980303022300,0.22016,0.211968,0.695296,44.790272,105.270784,126.710272
0000000341,1,1686183980403074800,0.045056,0.04352,0.39936,16.005376,121.287936,142.736128
0000000342,1,1686183980503259000,0.027904,0.027136,0.957952,43.966464,151.070464,174.664448
0000000343,1,1686183980603827000,1.449216,0.440832,3.72864,81.972224,316.46208,337.659904
0000000344,1,1686183980703880000,0.04096,0.032512,0.555264,117.992704,270.33088,293.021696
0000000345,1,1686183980804178700,0.04608,0.0448,0.863232,42.581248,638.12608,659.814912
0000000400,1,1686183980830438000,0.050176,0.049152,1.067776,22.334976,135.004928,159.216896
0000000346,1,1686183980904411400,0.044288,0.043264,0.481024,397.92128,929.595136,956.458752
0000000401,1,1686183980931010800,0.090624,0.089088,0.624384,372.42496,766.03776,788.06016
0000000347,1,1686183981004647000,0.0384,0.037376,0.631552,358.084352,894.78528,922.3232
0000000402,1,1686183981030766300,0.053248,0.051456,0.48896,280.935424,681.883904,703.020032
0000000348,1,1686183981108135700,0.033792,0.033024,1.07648,222.4064,787.854336,809.408768
0000000403,1,1686183981130921500,0.045312,0.038656,0.483072,194.308864,659.441664,680.712448
0000000349,1,1686183981208419600,0.03712,0.036096,0.594944,132.047616,693.198848,720.797184
0000000404,1,1686183981231505200,0.039168,0.038656,0.350976,118.013952,684.64768,718.237184
0000000350,1,1686183981308626400,0.040704,0.039424,0.849664,136.62336,703.28192,726.107648
0000000405,1,1686183981332148200,0.04608,0.0448,3.125504,106.741248,739.77088,765.223168
0000000351,1,1686183981408739300,0.151808,0.150272,0.576768,110.25408,811.643136,832.75776
0000000406,1,1686183981433066800,0.649216,0.52352,3.586816,105.497344,715.849728,737.178624
0000000352,1,1686183981509274400,0.54656,0.4032,6.195456,73.101568,725.170176,745.949696
0000000407,1,1686183981532843800,0.041728,0.040448,0.420096,52.97152,680.844032,702.178048
0000000353,1,1686183981609263900,0.063232,0.061952,0.377088,281.089792,778.055168,801.933824
0000000408,1,1686183981633042000,0.051968,0.044288,0.966144,145.208832,673.638656,695.151104
0000000354,1,1686183981709373200,0.1024,0.10112,0.779776,130.923008,612.152832,633.511168
0000000409,1,1686183981733344800,0.035328,0.034304,0.440576,135.783168,621.782784,643.765504
0000000355,1,1686183981809809400,0.076544,0.054784,0.580352,120.263168,641.714432,663.20256
0000000410,1,1686183981833644000,0.096,0.094208,1.301248,117.00096,647.911168,671.464448
0000000356,1,1686183981918861800,0.060928,0.059136,0.541696,252.691456,663.155712,684.155904
0000000411,1,1686183981934065200,0.065536,0.064512,1.18272,182.97856,524.357888,545.50656
0000000357,1,1686183982016966000,0.198912,0.192768,3.584,153.451008,557.505536,578.495232
0000000412,1,1686183982034175500,0.0384,0.037376,0.367872,138.37952,478.5792,499.794176
0000000358,1,1686183982117224400,0.185856,0.178176,0.4928,147.77344,485.915648,507.623168
0000000413,1,1686183982135176400,0.27648,0.2752,0.623616,87.301632,457.365504,478.170368
0000000359,1,1686183982217155800,0.03328,0.032,0.642816,85.505792,437.693952,458.973696
0000000414,1,1686183982234940700,0.059648,0.058624,0.856832,146.442496,489.399552,510.364928
0000000360,1,1686183982317533000,0.17664,0.175616,2.362624,114.503168,427.676416,449.028608
0000000415,1,1686183982335041000,0.044544,0.03712,0.436736,105.93152,471.903488,492.612608
0000000361,1,1686183982417307600,0.880128,0.878336,1.451264,88.382464,418.772224,440.203776
0000000416,1,1686183982435282700,0.040448,0.039168,2.471424,69.34016,378.393856,399.923968
0000000362,1,1686183982518354000,0.045568,0.033536,0.34688,99.6992,436.854528,457.925632
0000000417,1,1686183982535623700,0.030208,0.024576,0.42752,118.925824,461.902336,483.32544
0000000363,1,1686183982618417400,0.026624,0.0256,0.30848,115.203072,470.108416,491.420928
0000000418,1,1686183982635742700,0.040704,0.037376,0.449792,72.758784,390.798336,412.187392
0000000364,1,1686183982718838000,0.035072,0.034304,0.355072,78.684416,404.080128,425.039872
0000000419,1,1686183982735838700,0.04352,0.041984,1.30176,100.508928,433.76384,455.2128
0000000365,1,1686183982818615000,0.134656,0.132608,0.483584,96.210944,468.180224,489.235456
0000000420,1,1686183982840003000,0.035584,0.034816,0.338944,173.798656,489.885184,510.758144
0000000366,1,1686183982919172000,0.043008,0.041728,0.552448,97.11616,466.252288,489.41312
0000000421,1,1686183982936310500,0.041472,0.040448,0.950784,117.309184,456.604928,477.75232
0000000367,1,1686183983019303400,0.029952,0.027136,0.385536,108.3136,498.368,519.467264
0000000422,1,1686183983036348200,0.033792,0.032768,1.309952,89.425408,416.788736,437.833984
0000000368,1,1686183983119355100,0.041472,0.040192,0.41088,119.886592,433.762048,454.632448
0000000423,1,1686183983136580600,0.042496,0.041472,0.405248,117.130752,387.484416,409.58464
0000000369,1,1686183983219488800,0.05376,0.0448,0.610304,90.348544,361.823744,386.262528
0000000424,1,1686183983236720600,0.060416,0.051968,0.483328,73.655808,325.159168,347.724544
0000000425,1,1686183983336678100,0.108288,0.105728,0.443648,110.06592,276.17792,299.540992
