gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING
0000000638,1,1686425958142656500,0.031488,0.378368,0.032256,42.24256,381.8944,403.079168
0000000561,1,1686425958184787000,0.031744,0.606208,0.033024,69.354496,187.744,208.807424
0000000704,1,1686425958194768000,0.035072,0.430592,0.036096,58.68544,181.307648,202.985216
0000000497,1,1686425958249890800,0.059136,0.3904,0.06016,62.030336,148.709888,169.928192
0000000639,1,1686425958342873900,0.038912,0.436992,0.03968,142.586112,252.688384,273.8944
0000000562,1,1686425958385743400,0.0384,0.470528,0.039424,265.751808,424.819456,445.820416
0000000705,1,1686425958394876200,0.036352,0.590336,0.037376,274.994176,438.884352,460.51328
0000000498,1,1686425958450162700,0.03712,0.438016,0.037888,238.975232,400.807424,422.72512
0000000640,1,1686425958543108600,0.049152,0.428544,0.050176,138.224896,298.156544,319.28192
0000000563,1,1686425958585768200,0.041472,0.50048,0.04224,91.50464,242.153984,263.819008
0000000706,1,1686425958595187000,0.045312,0.512768,0.046592,92.50816,253.573888,275.331072
0000000499,1,1686425958650347300,0.06144,0.57216,0.0704,66.785536,205.152768,226.208512
0000000641,1,1686425958743330800,0.032768,0.349952,0.033536,119.506176,198.491136,219.60576
0000000564,1,1686425958786015700,0.028416,0.406528,0.029696,44.720384,134.03392,155.196672
0000000707,1,1686425958795346000,0.078336,0.571392,0.079616,63.471616,145.102336,166.21568
0000000642,1,1686425958943844400,0.0256,0.546304,0.026368,241.26592,349.397248,370.446592
0000000565,1,1686425958986303700,0.071936,0.464384,0.073216,157.88416,259.840256,282.0032
0000000708,1,1686425958995535000,0.034816,0.504064,0.036608,189.074176,288.44544,309.587712
0000000643,1,1686425959144088300,0.071424,0.582656,0.07296,44.237056,204.163328,225.351168
0000000566,1,1686425959186528000,0.027648,0.452352,0.029184,77.97632,174.6624,195.813376
0000000709,1,1686425959195663400,0.048128,0.578304,0.049152,33.10464,168.461824,189.438464
0000000644,1,1686425959345231000,0.026624,1.288704,0.027648,20.0128,76.254464,96.923904
0000000567,1,1686425959386727400,0.0448,0.614144,0.045824,197.614848,332.904704,354.235392
0000000710,1,1686425959395715000,0.03072,0.626432,0.031744,193.404416,329.608448,350.733824
0000000645,1,1686425959545485600,0.033024,0.347392,0.033792,121.841408,220.671488,241.794048
0000000568,1,1686425959586932700,0.037632,0.560128,0.038912,39.490304,218.566912,239.561216
0000000711,1,1686425959596435200,0.0512,0.471808,0.051968,47.808,215.80416,236.702976
0000000646,1,1686425959745748700,0.033024,0.4224,0.033792,39.600128,118.475264,139.612416
0000000569,1,1686425959787170800,0.029952,0.475136,0.03072,40.228864,114.003712,135.145216
0000000712,1,1686425959796583000,0.03584,0.613376,0.036608,33.941248,107.500288,128.523776
0000000647,1,1686425959945968400,0.038144,0.39936,0.039168,137.545984,225.663232,246.700544
0000000570,1,1686425959987382000,0.038144,0.59392,0.039168,140.690944,246.899456,268.485376
0000000713,1,1686425959996774700,0.030976,0.46336,0.032,139.492096,248.881152,269.895168
0000000648,1,1686425960146226700,0.053504,0.470528,0.054784,55.467008,141.891072,162.845184
0000000571,1,1686425960187611400,0.051456,0.666624,0.05248,68.35328,150.33088,171.689472
0000000714,1,1686425960196871400,0.041472,0.562176,0.042752,67.018752,142.24256,163.63904
0000000649,1,1686425960346295800,0.016896,0.53632,0.017152,162.856192,233.577984,254.899968
0000000572,1,1686425960387789600,0.038656,0.591872,0.039936,173.510656,277.819648,298.692864
0000000715,1,1686425960397088800,0.035584,0.510208,0.036608,165.611776,258.361856,280.11264
0000000650,1,1686425960546422000,0.05632,0.478464,0.057344,47.719936,135.520256,156.666368
0000000573,1,1686425960587882200,0.031232,0.636672,0.031744,28.375552,150.189824,171.34464
0000000716,1,1686425960597069800,0.02816,0.48896,0.029184,72.188928,138.081024,159.1232
0000000651,1,1686425960746640600,0.035072,0.347648,0.036096,153.348608,238.100992,259.239168
0000000574,1,1686425960788127700,0.033792,0.364032,0.03456,177.971712,342.634496,363.717888
0000000717,1,1686425960797348900,0.036864,0.509184,0.038144,168.896768,326.315008,347.216128
0000000652,1,1686425960946862000,0.04096,0.49024,0.0448,77.668352,187.2,208.28288
0000000575,1,1686425960988365300,0.04096,0.578816,0.041984,62.767616,224.841728,246.441728
0000000718,1,1686425960997560000,0.0448,0.499712,0.045568,33.549824,212.459008,233.800704
0000000653,1,1686425961147070000,0.029696,0.491264,0.030208,202.534656,289.888,311.024384
0000000576,1,1686425961188637200,0.039168,0.454912,0.040704,40.92544,110.505984,131.746304
0000000719,1,1686425961197781800,0.035584,0.37888,0.036352,28.674816,99.48288,120.762112
0000000654,1,1686425961347401200,0.028928,0.466176,0.029696,16.065536,122.572288,144.39296
0000000577,1,1686425961388704000,0.041472,0.438784,0.04224,132.698368,202.523136,223.657472
0000000720,1,1686425961398047500,0.048128,0.479744,0.049152,122.299648,192.322048,213.240832
0000000655,1,1686425961547592000,0.081664,0.45184,0.082432,144.511488,201.080832,221.955072
0000000578,1,1686425961588800300,0.030976,0.452864,0.031744,17.232128,75.935488,97.13792
0000000721,1,1686425961598164500,0.035584,0.549376,0.036608,213.856,275.922176,297.135616
0000000656,1,1686425961747609900,0.01792,0.205824,0.018176,224.768256,306.532096,327.653888
0000000579,1,1686425961789049900,0.043776,0.353536,0.0448,98.877952,163.090432,183.904
0000000722,1,1686425961798203600,0.036864,0.455168,0.037888,17.462272,125.90336,146.958592
0000000657,1,1686425961947921000,0.046848,0.519168,0.047872,25.824768,153.134336,173.874944
0000000580,1,1686425961989201400,0.030464,0.390912,0.031488,185.335808,274.289664,295.619072
0000000723,1,1686425961998251500,0.039168,0.3008,0.039936,19.86944,95.10784,115.817472
0000000658,1,1686425962148067000,0.040192,0.47616,0.041472,186.431232,263.969536,285.06496
0000000581,1,1686425962189481200,0.03968,0.600832,0.040448,25.360384,159.140864,180.375808
0000000724,1,1686425962198402600,0.018432,0.48896,0.018688,135.129856,204.278272,225.085696
0000000659,1,1686425962348271600,0.032768,0.539904,0.033536,27.536896,118.797568,139.790848
0000000582,1,1686425962389700400,0.0384,0.57984,0.039936,178.501888,294.744064,315.965696
0000000725,1,1686425962401719600,0.018176,0.233472,0.018432,230.9632,360.270592,381.366528
0000000660,1,1686425962548519700,0.016896,0.412928,0.017664,152.940544,232.383232,253.655808
0000000583,1,1686425962589872000,0.027392,0.384768,0.02816,33.671936,189.342208,210.378752
0000000726,1,1686425962600691200,0.05888,0.457728,0.06016,33.991168,204.74112,225.82784
0000000661,1,1686425962748813800,0.06528,0.528384,0.06656,49.487104,119.952896,141.215232
0000000584,1,1686425962790085600,0.029184,0.595456,0.030208,213.47328,283.493888,304.767232
0000000727,1,1686425962800881000,0.03584,2.1632,0.036608,19.750144,80.499712,101.392128
0000000662,1,1686425962949039600,0.055296,0.519936,0.056576,142.944768,212.615168,234.267904
0000000585,1,1686425962990305800,0.039936,0.394496,0.04096,20.588288,102.345984,123.486208
0000000728,1,1686425963001130500,0.04096,0.309248,0.041728,112.328448,179.487488,202.647808
0000000663,1,1686425963149183000,0.017152,0.453376,0.017408,27.528192,89.149952,110.41664
0000000586,1,1686425963190537500,0.029952,0.300544,0.03072,125.720064,191.165952,212.188416
0000000729,1,1686425963201304800,0.400896,1.743872,0.404736,200.489216,276.076544,297.152768
0000000664,1,1686425963349551600,0.041216,0.380672,0.042496,110.291712,178.76096,200.019968
0000000587,1,1686425963390853600,0.03328,0.440064,0.034304,219.005184,280.542208,301.655552
0000000730,1,1686425963401928700,0.026368,0.284672,0.027392,33.006848,134.754304,155.830272
0000000665,1,1686425963549713200,0.028672,0.512512,0.02944,208.671232,298.37184,319.467776
0000000588,1,1686425963590971600,0.057088,0.466944,0.058112,26.596096,116.938752,137.96352
0000000731,1,1686425963602231600,0.03712,0.718592,0.038144,162.468096,248.88576,269.870592
0000000666,1,1686425963750401000,0.039424,0.389632,0.040704,20.927744,105.430016,126.542848
0000000589,1,1686425963791242500,0.03968,0.358656,0.040704,136.914688,197.281024,218.447872
0000000732,1,1686425963802353000,0.050944,0.46464,0.05376,62.383872,123.37664,144.322048
0000000667,1,1686425963950644500,0.037632,0.452096,0.0384,130.754304,188.287488,209.310976
0000000590,1,1686425963991404300,0.029952,0.40704,0.03072,232.046592,341.924096,363.028224
0000000733,1,1686425964002636500,0.040192,0.422144,0.041216,146.726912,213.25312,236.200192
0000000668,1,1686425964150740500,0.039168,0.338688,0.040192,217.128192,278.932736,300.164608
0000000591,1,1686425964191675000,0.074752,0.47232,0.075776,33.168384,195.04256,216.130048
0000000734,1,1686425964202946000,0.035328,0.419072,0.036096,26.96448,126.946816,148.145664
0000000669,1,1686425964351339800,0.029696,0.388352,0.03072,22.815488,108.962304,132.780288
0000000592,1,1686425964391828500,0.029696,0.5888,0.030464,226.329856,312.15104,333.50016
0000000735,1,1686425964403218700,0.038144,0.498176,0.03968,148.720128,245.464576,267.1616
0000000670,1,1686425964551631400,0.034048,0.632064,0.034816,137.587456,219.516672,240.689408
0000000593,1,1686425964591895800,0.03968,0.361984,0.040704,29.771776,172.197376,193.382912
0000000736,1,1686425964603451000,0.033536,0.510464,0.03456,58.96704,159.450624,182.32192
0000000671,1,1686425964751869000,0.037632,0.414208,0.038656,31.162368,82.096384,103.232256
0000000594,1,1686425964791978500,0.03456,0.587776,0.035328,195.529984,288.105728,309.571584
0000000737,1,1686425964803670500,0.031488,0.6848,0.032256,183.540224,276.968192,298.142976
0000000672,1,1686425964952090600,0.030208,0.581632,0.031488,105.872896,202.03648,223.267328
0000000595,1,1686425964992172500,0.033536,0.54528,0.067584,37.654528,163.665152,184.72704
0000000738,1,1686425965003905000,0.03712,0.529408,0.038144,23.331328,157.269504,178.471936
0000000673,1,1686425965152202500,0.02944,0.475136,0.030464,226.202624,350.356992,372.160256
0000000596,1,1686425965192376300,0.027392,0.55168,0.02816,192.857088,337.610752,359.135488
0000000739,1,1686425965204259300,0.043008,0.58496,0.044032,189.412864,330.059264,350.786304
0000000674,1,1686425965352418800,0.082944,0.722432,0.105728,32.41088,153.431552,174.484992
0000000597,1,1686425965392689000,0.034816,0.59776,0.036096,65.123584,210.674944,231.620608
0000000800,1,1686425965400982300,0.038656,0.58496,0.039168,34.217216,153.74464,175.102208
0000000740,1,1686425965404396000,0.039936,0.550144,0.04096,55.4304,201.381376,222.357248
0000000675,1,1686425965552606700,0.10496,0.55296,0.10624,176.797952,288.546816,309.716992
0000000598,1,1686425965592962000,0.036352,0.479488,0.037888,28.526336,98.982144,120.231936
0000000801,1,1686425965601496300,0.039424,0.524288,0.040704,177.963264,285.815296,306.947584
0000000741,1,1686425965604615000,0.05632,0.367872,0.0576,23.606528,90.57792,111.761664
0000000676,1,1686425965752776400,0.040192,3.305472,0.041472,30.59328,170.256896,191.411456
0000000599,1,1686425965793110000,0.036864,0.441088,0.037888,130.136064,219.224832,240.468736
0000000802,1,1686425965801601000,0.043776,0.267264,0.044288,25.190656,180.586752,201.316352
0000000742,1,1686425965804870700,0.041728,0.514048,0.042752,118.61504,209.50016,231.295744
0000000677,1,1686425965952930800,0.030208,0.369664,0.030976,190.173696,268.199424,289.558016
0000000803,1,1686425966001834200,0.04352,0.443136,0.044544,202.239744,310.331136,331.533312
0000000743,1,1686425966005100300,0.039424,0.4672,0.040448,23.711232,107.3984,128.506624
0000000678,1,1686425966153114000,0.028416,0.529664,0.02944,21.478912,141.275904,162.21696
0000000804,1,1686425966202945800,0.033792,0.4928,0.03456,21.905408,171.128064,192.292352
0000000744,1,1686425966205720600,0.05504,1.371904,0.058624,136.063488,232.996352,254.564096
0000000679,1,1686425966353324000,0.06016,0.500736,0.06144,169.425152,246.653952,268.132608
0000000805,1,1686425966402999000,0.05504,0.527616,0.056064,195.774464,288.638464,310.492672
0000000745,1,1686425966405467000,0.0896,0.427264,0.090624,54.918912,140.116992,161.305088
0000000680,1,1686425966553604000,0.036352,0.52864,0.037376,62.258688,142.009856,162.651904
0000000806,1,1686425966603118800,0.036608,0.553216,0.037632,42.180352,152.233472,173.42464
0000000746,1,1686425966605601500,0.038912,0.37888,0.040448,161.13664,233.850624,255.260672
0000000681,1,1686425966753845800,0.038144,0.316672,0.038912,166.691072,239.499264,260.521984
0000000807,1,1686425966803255600,0.032512,1.361408,0.03328,180.950528,279.882752,301.029376
0000000747,1,1686425966805690600,0.038144,0.552192,0.038912,48.758784,124.733184,145.932288
0000000682,1,1686425966954013400,0.034048,0.348416,0.035072,57.66528,138.608896,159.560192
0000000808,1,1686425967003445000,0.030464,0.552192,0.031232,24.324352,140.829952,162.031616
0000000748,1,1686425967005901600,0.041728,0.437248,0.056064,141.50528,197.821184,219.085312
0000000683,1,1686425967154251300,0.086272,0.406016,0.087808,160.63744,226.914048,248.397568
0000000809,1,1686425967203680000,0.036352,0.514816,0.037376,163.847424,245.184,267.450112
0000000749,1,1686425967206030600,0.036864,0.568832,0.037632,224.818176,319.586048,341.551872
0000000684,1,1686425967354468000,0.031744,0.536064,0.032512,36.973056,118.942208,139.969536
0000000810,1,1686425967403902000,0.050944,0.468992,0.051968,65.367808,139.68768,160.851456
0000000750,1,1686425967406193200,0.036864,0.43904,0.037888,26.9248,158.15936,179.276544
0000000685,1,1686425967554731000,0.034304,0.54016,0.035584,138.98752,210.738944,232.09216
0000000811,1,1686425967604133600,0.038912,0.612608,0.039936,164.10752,261.885696,282.972672
0000000751,1,1686425967606318300,0.0192,0.54272,0.019456,188.053248,282.520832,303.396096
0000000686,1,1686425967754855700,0.037888,0.38528,0.038912,35.90144,123.817728,144.713216
0000000812,1,1686425967804523800,0.030976,0.427008,0.032,75.760384,148.105984,169.245696
0000000752,1,1686425967806548500,0.027136,0.499712,0.027904,39.226112,147.835136,169.15456
0000000687,1,1686425967954915800,0.035328,0.444672,0.036352,147.702272,226.898432,247.97184
0000000813,1,1686425968004680700,0.043776,0.425216,0.044544,180.29056,281.078016,302.20416
0000000753,1,1686425968006829000,0.043008,0.419584,0.044032,176.458752,259.994112,282.24
0000000688,1,1686425968155148000,0.041216,0.587008,0.04224,47.731968,140.891904,161.672192
0000000814,1,1686425968204869600,0.029696,1.217792,0.030464,31.00544,157.032704,179.20384
0000000754,1,1686425968206966000,0.036352,0.500992,0.037376,76.598784,152.436992,173.459968
0000000689,1,1686425968355378200,0.06912,0.543744,0.0704,161.406464,221.373696,242.399744
0000000815,1,1686425968405074200,0.040192,0.520192,0.04096,185.25696,287.194368,308.786688
0000000755,1,1686425968407213600,0.031744,0.5824,0.032768,181.78048,285.484288,306.64704
0000000690,1,1686425968555587800,0.039168,0.42752,0.040192,36.841728,122.230784,143.32672
0000000816,1,1686425968605287200,0.028928,0.651008,0.030208,33.948928,152.44928,173.563904
0000000756,1,1686425968607447600,0.040448,0.445184,0.041472,30.134016,149.697024,170.472192
0000000691,1,1686425968755746300,0.04736,0.57728,0.04864,143.474176,199.738368,220.973568
0000000817,1,1686425968805547000,0.071424,0.58752,0.072704,177.85984,265.593088,286.634752
0000000757,1,1686425968807656400,0.038144,0.27136,0.039168,176.867328,245.477888,266.396416
0000000692,1,1686425968955821600,0.04608,0.403968,0.04736,225.19424,295.833088,316.617472
0000000818,1,1686425969005975600,0.222976,1.111296,0.230912,20.881152,131.837696,152.989952
0000000758,1,1686425969007593000,0.020736,0.19712,0.021248,60.076032,132.732416,154.819584
0000000693,1,1686425969156021500,0.035328,0.73216,0.036096,27.982336,128.379392,148.97152
0000000819,1,1686425969205998800,0.037632,0.502784,0.038656,151.227648,215.547904,236.522496
0000000759,1,1686425969207849500,0.036864,0.424704,0.037632,152.205312,215.625216,237.061376
0000000694,1,1686425969356205800,0.045568,0.645376,0.046592,154.276608,215.865856,236.912384
0000000820,1,1686425969406009600,0.041728,0.493824,0.042496,30.515968,104.443904,125.586944
0000000760,1,1686425969408061400,0.035328,0.444928,0.036352,30.76352,103.277312,124.607744
0000000695,1,1686425969556413400,0.079104,0.453888,0.080384,26.632704,83.423488,104.62592
0000000821,1,1686425969606075600,0.03968,0.564992,0.040448,127.497216,201.658112,224.698368
0000000761,1,1686425969608183800,0.036864,0.6464,0.037888,127.630592,200.851456,221.932032
0000000696,1,1686425969756761600,0.03968,0.473344,0.040448,107.353088,162.996736,184.077568
0000000822,1,1686425969806333400,0.045312,0.41344,0.046336,246.20928,339.108864,360.247296
0000000762,1,1686425969808223500,0.027648,0.953856,0.028416,231.545344,303.36768,324.478976
0000000697,1,1686425969956779000,0.063744,0.523264,0.064512,190.757376,260.04864,282.075136
0000000823,1,1686425970006611700,0.04352,0.48512,0.0448,47.38304,180.128768,203.483136
0000000763,1,1686425970008540400,0.054784,0.473344,0.056064,41.7088,147.715328,170.152448
0000000698,1,1686425970156991500,0.02944,0.512256,0.030208,26.813952,112.004864,133.183488
0000000824,1,1686425970206840300,0.042496,2.767104,0.04352,207.021312,343.339776,364.214528
0000000764,1,1686425970208776200,0.054016,0.47872,0.055296,166.125312,264.28416,285.53088
0000000699,1,1686425970357272600,0.059136,0.491776,0.06016,148.353024,231.474432,252.40704
0000000825,1,1686425970407067400,0.040704,0.610304,0.041728,31.991808,152.445184,173.330688
0000000765,1,1686425970408907300,0.035072,0.506112,0.03584,92.140544,177.881088,199.014144
0000000900,1,1686425970412237300,0.067072,0.94592,0.068352,28.522496,156.713728,178.35904
0000000826,1,1686425970607336200,0.051712,0.396544,0.052736,180.61696,307.820288,328.88448
0000000766,1,1686425970609056300,0.03072,0.361984,0.031488,232.818688,353.62048,374.803968
0000000901,1,1686425970612392000,0.036608,0.461312,0.037632,177.882112,325.887488,347.136256
0000000827,1,1686425970807481300,0.038912,0.429312,0.03968,42.840576,224.270336,245.51808
0000000767,1,1686425970809959200,0.037632,0.425472,0.038656,34.341888,305.905152,327.055616
0000000902,1,1686425970812535000,0.1088,0.557312,0.109824,66.01728,302.639104,323.784448
0000000828,1,1686425971007737900,0.036608,0.474624,0.037376,60.512768,302.63936,323.696384
0000000768,1,1686425971010220500,0.04992,0.45056,0.0512,193.85856,382.92608,403.8144
0000000903,1,1686425971012746200,0.036864,0.4608,0.037888,193.096704,368.5312,389.783552
0000000829,1,1686425971208018200,0.045312,0.544512,0.046592,128.781312,221.860352,243.066368
0000000769,1,1686425971210396400,0.034816,0.511488,0.035584,112.937728,342.424576,363.342336
0000000904,1,1686425971212963800,0.04224,0.41984,0.043264,98.912256,291.512064,312.529664
0000000830,1,1686425971408235800,0.04736,0.563968,0.048384,53.67808,191.910656,212.988928
0000000770,1,1686425971410631000,0.04224,0.34688,0.043008,37.081344,189.208576,210.270464
0000000905,1,1686425971413110500,0.034048,0.4672,0.035328,130.062336,214.708736,235.693824
0000000831,1,1686425971608302300,0.038144,0.71936,0.038912,229.129472,316.143872,337.341184
0000000771,1,1686425971611137300,0.0384,0.275712,0.039424,228.920576,315.931648,336.798208
0000000906,1,1686425971613140200,0.029952,2.435584,0.03072,27.254784,84.349696,105.312256
0000000832,1,1686425971808532200,0.113664,0.554496,0.114688,33.134336,171.236864,192.358912
0000000772,1,1686425971811328800,0.044288,0.430336,0.045312,31.923712,169.005312,189.956352
0000000907,1,1686425971813259500,0.020736,0.586752,0.021248,113.241856,182.85696,204.600576
0000000833,1,1686425972008683000,0.061184,0.564736,0.06272,25.8176,96.492544,117.721088
0000000773,1,1686425972011780400,0.040192,0.417792,0.041216,25.2224,95.73504,117.039104
0000000908,1,1686425972013393200,0.039936,0.965888,0.041216,203.840512,284.177152,304.937728
0000000834,1,1686425972208919000,0.142336,0.62208,0.144128,123.836672,198.65344,219.804416
0000000774,1,1686425972211990000,0.045824,0.515072,0.046848,122.749184,198.285568,219.318272
0000000909,1,1686425972213474600,0.0256,0.342272,0.026112,16.864512,145.577472,166.589952
0000000835,1,1686425972409627100,0.028416,0.478464,0.02944,235.905536,342.285568,363.865088
0000000775,1,1686425972412069400,0.031744,0.572928,0.032768,236.24192,341.389056,362.28224
0000000910,1,1686425972413611800,0.03712,0.435968,0.037888,172.50176,275.992064,296.993024
0000000836,1,1686425972609767700,0.043776,0.553216,0.044544,45.13152,146.400512,167.54048
0000000776,1,1686425972612353000,0.042752,0.674048,0.04352,40.410624,186.234112,207.254528
0000000911,1,1686425972613799700,0.035072,0.531712,0.036096,98.073856,175.219968,196.81792
0000000837,1,1686425972809969000,0.05248,0.754688,0.05376,172.394496,267.643648,288.36096
0000000777,1,1686425972812561200,0.049152,0.481024,0.051968,219.119616,316.830976,337.99424
0000000912,1,1686425972813931800,0.02176,0.612608,0.022528,194.985216,319.160064,340.331776
0000000838,1,1686425973009973200,0.0384,0.469504,0.039168,86.9504,283.8976,306.569472
0000000778,1,1686425973012551700,0.028928,0.273664,0.02944,32.48512,123.437056,144.595968
0000000913,1,1686425973014262800,0.041728,0.483072,0.042496,48.697344,341.440512,362.4768
0000000839,1,1686425973210368000,0.100608,1.055744,0.1024,115.568384,211.367936,232.564224
0000000779,1,1686425973213119200,0.047872,0.466688,0.04864,148.431616,235.791872,256.818688
0000000914,1,1686425973214489600,0.033536,0.42368,0.034304,82.053888,181.010688,202.305024
0000000840,1,1686425973410374100,0.029184,0.585472,0.029696,27.006464,121.021696,142.224384
0000000780,1,1686425973413188900,0.048384,0.50944,0.049664,53.508864,142.192128,163.455744
0000000915,1,1686425973414574000,0.03584,0.540672,0.036608,196.813056,264.408576,287.245312
0000000841,1,1686425973610612200,0.050688,0.557056,0.052224,141.884416,224.516608,245.678336
0000000781,1,1686425973613373400,0.036352,0.448512,0.03712,164.34816,233.975296,254.877696
0000000916,1,1686425973614870800,0.041728,0.4352,0.042496,28.343296,112.274432,133.388288
0000000842,1,1686425973810789400,0.036096,0.450048,0.037888,40.061184,110.836992,131.933696
0000000782,1,1686425973813623300,0.077312,0.410624,0.078592,44.120064,110.057728,131.227648
0000000917,1,1686425973815057200,0.038912,0.5696,0.039936,133.966848,192.733184,213.785856
0000000843,1,1686425974011043800,0.045056,0.400128,0.04608,131.851264,202.084864,223.254016
0000000783,1,1686425974013792000,0.027136,0.452864,0.028416,131.676928,201.010176,222.289664
0000000918,1,1686425974015100400,0.028672,0.435456,0.02944,216.463616,284.862208,306.048768
0000000844,1,1686425974211245000,0.03584,0.425472,0.03712,235.348992,367.26656,388.49536
0000000784,1,1686425974214026200,0.04992,0.461056,0.050944,225.380608,336.812544,357.947136
0000000919,1,1686425974215224600,0.054272,0.46464,0.055296,17.979648,118.578688,139.676416
0000000845,1,1686425974411516200,0.041984,0.563968,0.043008,36.604928,209.398784,230.374656
0000000785,1,1686425974414276900,0.035072,0.456448,0.03584,33.3824,162.52416,183.587328
0000000920,1,1686425974415295200,0.032256,0.402176,0.033024,148.043264,219.439872,240.88192
0000000846,1,1686425974611742500,0.030976,0.405504,0.032,27.461632,121.80352,142.98368
0000000786,1,1686425974614803500,0.0384,0.486656,0.039424,31.073792,115.829504,136.739328
0000000921,1,1686425974615505700,0.059392,0.558592,0.060672,32.60032,119.8784,141.042688
0000000847,1,1686425974811967200,0.02688,0.61056,0.027904,147.52896,241.210624,262.058496
0000000787,1,1686425974815062300,0.061696,1.18656,0.067328,145.555712,224.042752,245.695232
0000000922,1,1686425974815750700,0.035328,0.570624,0.036096,147.477248,235.54688,256.544256
0000000848,1,1686425975012204800,0.0384,0.7104,0.039168,58.88384,136.70784,157.851136
0000000788,1,1686425975015263500,0.021248,0.30592,0.022016,39.50336,122.313984,143.496448
0000000923,1,1686425975016018200,0.048384,0.655872,0.04992,52.760576,136.047872,157.385728
0000000849,1,1686425975212412700,0.024832,0.65024,0.026624,163.725312,256.746496,277.933312
0000000789,1,1686425975215574000,0.042752,0.4416,0.04352,153.494784,243.905024,265.095936
0000000924,1,1686425975216279300,0.03712,0.685056,0.038144,160.760576,249.4592,270.36032
0000000850,1,1686425975412552200,0.142848,0.570112,0.143872,76.723456,169.979648,191.027968
0000000790,1,1686425975415826400,0.03968,0.38656,0.040704,65.00992,163.274752,184.485632
0000000925,1,1686425975416327000,0.04224,0.602112,0.043264,68.307968,167.415808,188.529664
0000000851,1,1686425975612675300,0.048384,0.606976,0.050176,199.081216,305.025024,326.293248
0000000791,1,1686425975616064500,0.033792,0.54144,0.040448,195.357952,286.2976,307.407872
0000000926,1,1686425975616651500,0.032256,1.220864,0.03328,196.623872,298.287616,319.351808
0000000852,1,1686425975812869400,0.042496,0.48256,0.044032,50.548992,189.506048,210.494976
0000000792,1,1686425975816224300,0.032256,0.405248,0.033024,37.459712,176.117504,197.247488
0000000927,1,1686425975816757000,0.036096,0.33792,0.036864,48.996096,179.080448,200.134144
0000000853,1,1686425976013090300,0.067328,0.457472,0.068352,253.722624,464.8896,485.991936
0000000793,1,1686425976016390100,0.028416,0.648448,0.028928,226.372864,406.449408,427.489024
0000000928,1,1686425976016926000,0.0448,0.377344,0.04608,238.263808,424.932864,446.021888
0000000854,1,1686425976213122300,0.032512,0.577792,0.033536,54.614272,324.7232,345.854976
0000000794,1,1686425976216664800,0.045056,0.528384,0.04608,62.141952,248.107008,269.321472
0000000929,1,1686425976217188600,0.028672,0.540928,0.029696,66.07232,238.140928,259.16928
0000000855,1,1686425976413390800,0.050432,0.6464,0.051712,96.724736,166.262784,187.525632
0000000795,1,1686425976416935400,0.062208,2.230272,0.063232,48.11264,324.539392,345.616384
0000000930,1,1686425976417455600,0.042496,0.449792,0.043264,59.9232,148.046336,170.668288
0000000856,1,1686425976613556000,0.031744,0.47616,0.032512,189.594368,264.61056,285.829376
0000000796,1,1686425976617149400,0.036864,0.599296,0.037632,71.872512,160.781312,181.810688
0000000931,1,1686425976617544400,0.038144,0.472576,0.039168,170.289408,235.766784,256.711936
0000000857,1,1686425976813744000,0.031232,0.4096,0.032,24.26368,116.855808,137.967616
0000000797,1,1686425976817338600,0.029184,0.507904,0.030208,177.057024,233.051904,254.171392
0000000932,1,1686425976817961500,0.039936,0.4928,0.04096,50.090752,111.742976,132.742912
0000000858,1,1686425977014007600,0.037888,0.51072,0.038656,147.749376,237.550848,258.743296
0000000798,1,1686425977017818000,0.035072,0.484864,0.036096,44.02688,101.426176,122.556416
0000000933,1,1686425977018192600,0.037888,0.47232,0.038912,142.084096,228.987136,250.0736
0000000859,1,1686425977214202600,0.03584,0.563712,0.036864,50.50752,113.841664,135.020288
0000000799,1,1686425977217824800,0.046592,0.399104,0.04736,121.538304,178.813184,200.07296
0000000934,1,1686425977218260000,0.041216,0.550656,0.041984,43.516928,107.528704,128.719616
0000000860,1,1686425977414455300,0.039424,0.53504,0.040704,163.014144,314.102016,335.22304
0000000935,1,1686425977418399000,0.033792,0.415744,0.034816,154.943488,274.43328,296.272128
0000000861,1,1686425977614571000,0.033792,0.555008,0.035072,39.000064,196.692992,217.779712
0000000936,1,1686425977618650000,0.050432,0.38016,0.051456,98.26176,188.749824,209.787904
0000000862,1,1686425977814779000,0.028928,0.600576,0.029696,230.344192,323.515392,344.734464
0000000937,1,1686425977819323000,0.05504,0.499712,0.058112,223.606528,312.422656,333.713664
0000000863,1,1686425978015060000,0.038656,0.43904,0.039936,34.4768,154.5088,175.728128
0000000938,1,1686425978019511300,0.032768,0.51968,0.033792,29.534208,115.5456,137.661696
0000000864,1,1686425978215254300,0.025856,0.506624,0.02688,191.6224,335.019776,356.141568
0000000939,1,1686425978219605800,0.042752,0.397824,0.04352,143.517696,295.427584,316.640512
0000000865,1,1686425978415402500,0.026112,0.447232,0.026624,64.0256,201.129728,222.072576
0000000940,1,1686425978419815000,0.046592,0.47488,0.047872,115.20896,187.320064,208.456448
0000000866,1,1686425978615583200,0.050176,0.826112,0.0512,248.761088,332.979712,354.148352
