gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING
0000000267,1,1686425938399730700,0.054016,0.44928,0.05504,3481.117696,6448.792576,6469.707776
0000000329,1,1686425938486637300,0.04224,0.691712,0.043264,3399.192832,6396.339712,6417.212928
0000000268,1,1686425938599873500,0.050176,0.563712,0.051456,3291.691264,6290.672384,6311.836672
0000000330,1,1686425938686666200,0.044544,0.432128,0.045312,3208.948224,6205.636608,6227.571456
0000000269,1,1686425938800085200,0.041472,0.614912,0.042496,3104.263936,6096.873216,6117.838592
0000000400,1,1686425938829884700,0.06528,0.880896,0.06656,2659.479808,5755.437312,5776.227072
0000000331,1,1686425938886898700,0.050944,0.57984,0.051712,3031.038208,6012.862976,6033.878272
0000000270,1,1686425939000212200,0.045056,0.505344,0.046336,2926.796288,5901.063168,5922.683392
0000000401,1,1686425939030160000,0.041216,0.47872,0.041984,2525.668608,5608.310272,5629.226752
0000000332,1,1686425939086984000,0.03968,0.61952,0.04096,2848.7168,5831.158528,5852.11648
0000000271,1,1686425939200351500,0.046848,0.895744,0.047872,2741.112832,5728.413184,5749.508096
0000000402,1,1686425939230278000,0.047104,0.628224,0.048128,2361.239808,5441.235456,5462.539264
0000000333,1,1686425939287174000,0.03328,0.431104,0.034304,2663.768064,5643.115008,5664.546816
0000000272,1,1686425939400596200,0.058368,0.589824,0.059392,2557.833728,5092.865536,5114.091264
0000000403,1,1686425939430527500,0.052736,5.884672,0.054016,2204.46336,5268.694272,5289.527808
0000000334,1,1686425939487401000,0.06528,0.524288,0.066304,2479.760128,5451.347968,5472.727552
0000000273,1,1686425939600793900,0.062464,0.514048,0.063488,2374.912512,5339.278336,5360.232192
0000000404,1,1686425939630778600,0.038656,0.44032,0.03968,2032.195072,5087.178752,5108.045824
0000000335,1,1686425939687466500,0.046336,0.496896,0.04736,2292.909824,5256.569344,5277.392128
0000000274,1,1686425939800995000,0.057856,0.472064,0.05888,2184.576256,5143.89504,5164.812032
0000000405,1,1686425939830988800,0.041984,0.634368,0.043008,1861.530368,4899.442944,4920.58368
0000000336,1,1686425939887599600,0.061952,0.422656,0.062976,2106.031104,5060.282112,5081.02784
0000000275,1,1686425940001159200,0.04224,0.530944,0.043264,1998.68544,4945.533184,4969.395968
0000000406,1,1686425940031200300,0.051712,0.374784,0.052736,1694.052864,4706.099968,4727.104
0000000337,1,1686425940087824000,0.03712,0.557056,0.037888,1917.554176,4863.725056,4884.536576
0000000276,1,1686425940201237500,0.04224,0.434176,0.043264,1814.10432,4754.395392,4775.822336
0000000407,1,1686425940231332600,0.016128,0.496384,0.016384,1530.835712,4531.497216,4552.635136
0000000338,1,1686425940288058600,0.04224,0.455424,0.043264,1737.670912,4689.320448,4711.552768
0000000277,1,1686425940401484000,0.049152,0.583424,0.04992,1631.469568,4555.762176,4577.327104
0000000408,1,1686425940431503600,0.03328,1.617408,0.03456,1360.107776,3419.005184,3439.97952
0000000339,1,1686425940488045600,0.059648,0.499456,0.061952,1556.590848,4465.58208,4487.249664
0000000278,1,1686425940601680400,0.044288,0.511232,0.045056,1452.358656,4370.531072,4391.559424
0000000409,1,1686425940631870500,0.037632,0.43776,0.038656,1189.253888,4326.204672,4347.201792
0000000340,1,1686425940688312600,0.039424,0.556288,0.040448,1372.536832,4298.588928,4319.934208
0000000279,1,1686425940801875000,0.046848,0.6144,0.048128,1268.23296,4179.569664,4201.060608
0000000410,1,1686425940831864300,0.046592,0.532736,0.04736,1250.81856,4150.877184,4172.182016
0000000341,1,1686425940888442000,0.075776,0.581632,0.083968,1198.015744,4095.624448,4116.3648
0000000280,1,1686425941002064400,0.046336,0.482816,0.04736,1090.460928,3992.164352,4013.678592
0000000411,1,1686425941032063000,0.046592,0.785408,0.047872,1066.898176,3966.489856,3987.728384
0000000342,1,1686425941088638700,0.04224,0.637184,0.043264,1027.2128,2048.797696,2069.811712
0000000281,1,1686425941202283500,0.040704,0.478464,0.041984,904.951552,3793.8432,3815.356672
0000000412,1,1686425941232338400,0.044032,0.513792,0.045056,889.721856,3768.686848,3789.587968
0000000343,1,1686425941288872000,0.043776,0.489216,0.044288,864.56064,3710.290944,3731.89632
0000000282,1,1686425941402526700,0.038656,0.541952,0.03968,740.116992,3601.789184,3622.942208
0000000413,1,1686425941432608000,0.052736,1.570048,0.05376,737.095936,3589.190144,3610.873344
0000000344,1,1686425941489075700,0.050432,0.464896,0.051712,698.353152,3517.433856,3538.324736
0000000283,1,1686425941602802000,0.035328,0.42112,0.036096,654.167296,3405.98528,3426.9824
0000000414,1,1686425941632798000,0.045312,0.521984,0.046336,656.109056,2906.950656,2927.901696
0000000345,1,1686425941689143000,0.043264,0.459776,0.044288,643.025152,3324.781056,3345.601024
0000000284,1,1686425941803042000,0.062208,0.529664,0.063232,608.9728,2079.010304,2100.22784
0000000415,1,1686425941832980000,0.039936,0.484352,0.040704,916.37248,3161.56672,3182.76608
0000000346,1,1686425941889287700,0.028672,0.490496,0.030208,612.840448,1642.550272,1663.958016
0000000285,1,1686425942003308800,0.040704,0.388352,0.041472,734.63296,2680.17536,2701.6
0000000416,1,1686425942033224200,0.061696,0.53632,0.062976,778.119936,2537.897216,2559.044096
0000000347,1,1686425942089460200,0.038144,0.468224,0.039168,780.873216,2433.977088,2455.095808
0000000286,1,1686425942203379700,0.032,0.480512,0.033024,751.196672,2818.411776,2839.338496
0000000417,1,1686425942233351200,0.029184,0.631552,0.029952,750.425856,2798.680064,2820.09856
0000000348,1,1686425942289633000,0.027136,0.379392,0.027904,710.290944,2320.502016,2341.512192
0000000287,1,1686425942403477800,0.026368,0.514304,0.027136,605.418752,1716.098048,1737.131264
0000000418,1,1686425942433508400,0.020992,0.444928,0.021504,665.303552,1407.469568,1428.627712
0000000349,1,1686425942489738500,0.02304,0.369664,0.023552,544.974848,2605.532672,2627.03104
0000000288,1,1686425942603713500,0.037888,0.403968,0.038656,455.84128,1143.032832,1164.076032
0000000419,1,1686425942633728500,0.0384,0.55296,0.039168,613.695488,1642.322688,1663.552256
0000000350,1,1686425942689935000,0.0768,0.466944,0.07808,499.7632,1541.685504,1562.871296
0000000289,1,1686425942803925800,0.060672,0.467712,0.061952,595.264768,1755.651072,1776.73216
0000000420,1,1686425942833983500,0.03072,0.482304,0.031744,579.199488,1209.055232,1230.13376
0000000351,1,1686425942890172200,0.041216,0.43008,0.042496,84.346112,2173.008384,2194.10432
0000000290,1,1686425943004116700,0.043008,0.436992,0.044032,87.187456,2034.05312,2055.188992
0000000421,1,1686425943034294300,0.10112,0.627712,0.102144,150.783488,1216.1152,1237.339136
0000000352,1,1686425943090408200,0.062208,0.52352,0.062976,139.264768,1963.407616,1984.4544
0000000291,1,1686425943204339000,0.046592,0.56832,0.04736,253.292288,1827.496448,1848.512512
0000000422,1,1686425943234540300,0.067328,0.450304,0.068864,152.462848,1141.15456,1162.027008
0000000353,1,1686425943290665200,0.03712,0.46208,0.038144,254.388224,820.28672,841.523456
0000000292,1,1686425943404503600,0.034048,0.41472,0.035072,200.62592,1158.134272,1179.031552
0000000423,1,1686425943434656500,0.042752,0.660992,0.04352,185.873664,1589.94816,1611.42016
0000000354,1,1686425943490749700,0.046336,0.499456,0.047104,181.536256,1608.34048,1629.286912
0000000293,1,1686425943604631600,0.027392,0.29312,0.02816,230.50112,1437.818368,1458.567424
0000000424,1,1686425943634814500,0.01664,0.462848,0.017152,684.252672,1151.711232,1172.660736
0000000355,1,1686425943690750000,0.03584,0.398848,0.036864,704.925184,1473.34144,1494.820864
0000000294,1,1686425943804813600,0.034816,0.355584,0.03584,129.136384,551.15136,572.394496
0000000425,1,1686425943835182300,0.041728,0.429824,0.043008,138.430976,553.38752,575.027712
0000000356,1,1686425943890888000,0.035328,0.581376,0.036096,271.17696,854.09408,875.018752
0000000295,1,1686425944005031200,0.195328,0.603136,0.196352,136.502016,1122.95808,1144.128512
0000000426,1,1686425944035368000,0.04096,0.453376,0.041984,96.578048,982.035712,1002.93376
0000000357,1,1686425944091190800,0.038144,0.70656,0.038912,114.399488,840.449024,862.295552
0000000296,1,1686425944205344000,0.035584,0.41856,0.036352,121.25824,949.518336,970.34112
0000000427,1,1686425944235562200,0.041984,0.417024,0.043008,99.588864,720.13568,741.211136
0000000358,1,1686425944291201300,0.021248,0.27904,0.022016,444.070912,913.632256,936.376064
0000000297,1,1686425944405559000,0.03584,0.472064,0.036864,159.929344,768.623616,789.702912
0000000428,1,1686425944435646500,0.023296,0.370688,0.023808,66.169856,705.186816,726.270976
0000000359,1,1686425944491496700,0.071168,0.448768,0.072192,84.044288,689.62688,712.20736
0000000298,1,1686425944605820400,0.02944,0.450048,0.030464,248.002304,616.691456,637.58848
0000000429,1,1686425944635787500,0.036608,0.478208,0.038144,239.084544,591.52768,612.492288
0000000360,1,1686425944691896600,0.07808,0.547072,0.07936,212.62208,537.241856,558.851072
0000000299,1,1686425944806721800,0.029952,0.444672,0.030976,164.755712,426.84032,447.842816
0000000430,1,1686425944835955200,0.036352,0.651264,0.03712,152.3264,400.825088,422.189568
0000000361,1,1686425944892276000,0.02816,0.446208,0.028928,128.62336,349.282304,370.186752
0000000431,1,1686425945036224000,0.025856,0.382464,0.02688,68.644352,220.306944,241.382912
0000000362,1,1686425945092504300,0.10496,0.626688,0.10624,73.99296,174.661632,195.672832
0000000432,1,1686425945236272600,0.030464,0.48896,0.030976,34.167296,90.58816,111.895808
0000000363,1,1686425945292535800,0.035072,0.272896,0.03584,191.69664,271.450112,292.609536
0000000433,1,1686425945436581600,0.038656,0.547584,0.039424,112.402176,186.913792,208.12416
0000000364,1,1686425945492723500,0.03968,0.532224,0.040704,25.542144,140.918528,162.131712
0000000434,1,1686425945636758300,0.04736,0.518912,0.04864,204.363264,312.328192,333.491712
0000000365,1,1686425945692937700,0.025344,0.529408,0.026112,163.671808,255.148544,276.391168
0000000435,1,1686425945836881400,0.039168,0.515072,0.040448,21.40288,155.789056,176.854016
0000000366,1,1686425945893670000,0.025344,0.457728,0.025856,68.328192,136.148736,157.289472
0000000500,1,1686425945971858700,0.041216,0.585728,0.041984,20.771072,94.410752,115.790592
0000000436,1,1686425946037122600,0.036864,0.546048,0.037888,185.057024,277.33504,298.544384
0000000367,1,1686425946093944800,0.03712,0.620544,0.038144,171.010304,262.642944,284.214016
0000000501,1,1686425946171973000,0.03072,0.656128,0.031744,122.433792,207.731712,228.841984
0000000437,1,1686425946237311200,0.040192,0.560896,0.041216,29.936896,165.579008,186.416896
0000000368,1,1686425946294144300,0.035584,0.558592,0.036608,81.634304,159.9808,181.131776
0000000502,1,1686425946371986000,0.111104,0.632064,0.112384,32.759552,101.196544,122.305792
0000000438,1,1686425946437541000,0.038912,0.338432,0.039936,186.014976,273.180928,294.307584
0000000369,1,1686425946494384600,0.047616,0.445952,0.049152,181.978112,278.880512,301.22752
0000000503,1,1686425946572276500,0.038656,0.822784,0.039424,129.25056,210.068992,231.056128
0000000439,1,1686425946637742800,0.03968,0.374784,0.040448,23.784192,148.645888,169.827328
0000000370,1,1686425946694638000,0.039424,0.47232,0.040448,26.280704,147.165696,168.361216
0000000504,1,1686425946772335600,0.038656,0.49792,0.039936,25.851648,91.224576,112.274688
0000000440,1,1686425946837987300,0.03712,0.4096,0.038144,172.582912,235.5136,256.46464
0000000371,1,1686425946894880300,0.0384,0.414208,0.039424,170.273792,266.76224,287.936768
0000000505,1,1686425946972535300,0.065024,0.595712,0.066048,120.675584,215.373824,237.065472
0000000441,1,1686425947038109400,0.03968,0.599296,0.040448,55.338496,170.478848,191.678976
0000000372,1,1686425947095078400,0.0384,0.470784,0.039168,89.220608,166.073856,187.273216
0000000506,1,1686425947172599800,0.05504,2.456064,0.056064,35.17184,100.911872,121.859584
0000000442,1,1686425947238284500,0.037376,0.600576,0.0384,189.498112,329.838336,350.995712
0000000373,1,1686425947295324400,0.037632,0.518144,0.038656,212.237824,388.070912,409.16864
0000000507,1,1686425947372804000,0.038144,0.417024,0.039168,135.889664,312.576512,333.595136
0000000443,1,1686425947438468400,0.044544,0.46976,0.045312,26.525184,279.644672,300.69376
0000000374,1,1686425947495607000,0.041216,0.520704,0.04224,45.517056,213.223936,234.31552
0000000508,1,1686425947572963600,0.027904,0.524544,0.028928,161.692672,308.324352,330.031616
0000000444,1,1686425947638731500,0.047872,0.526336,0.04864,103.589376,245.707776,266.660352
0000000375,1,1686425947695883000,0.037888,0.346112,0.039168,44.321536,185.764864,206.61888
0000000509,1,1686425947773405200,0.025856,2.256128,0.026624,122.795008,197.620224,218.803712
0000000445,1,1686425947838957300,0.027136,0.388096,0.02816,60.270336,130.845184,151.861248
0000000376,1,1686425947896022000,0.078336,0.530176,0.079104,220.249344,299.116032,320.12416
0000000510,1,1686425947973615400,0.050944,0.503808,0.056576,229.554688,312.62976,333.712896
0000000446,1,1686425948039336700,0.036096,0.37888,0.03712,170.408448,283.350016,304.480768
0000000377,1,1686425948096343300,0.032512,0.352,0.03328,22.338304,159.540224,181.033728
0000000511,1,1686425948173748000,0.034816,0.626432,0.036096,37.707008,143.473152,164.614912
0000000447,1,1686425948239570200,0.082688,0.441856,0.083968,29.614848,175.95648,197.090816
0000000378,1,1686425948296625700,0.109056,0.569856,0.110336,183.207424,275.345152,296.959744
0000000512,1,1686425948373937200,0.041984,0.560384,0.043008,169.54624,244.22784,265.090816
0000000448,1,1686425948439730200,0.032768,0.511488,0.033792,199.306752,283.348992,304.794368
0000000379,1,1686425948496873000,0.027392,0.447744,0.02816,27.269376,140.38784,161.38624
0000000513,1,1686425948574161400,0.035584,0.464128,0.03712,62.820608,131.768576,154.735872
0000000449,1,1686425948639941000,1.16224,3.894784,1.212416,38.14144,130.499072,151.712256
0000000380,1,1686425948697125600,0.032512,0.399872,0.033536,156.925696,212.525568,233.833216
0000000514,1,1686425948774180000,0.032256,0.541952,0.03328,154.974464,249.588992,270.834432
0000000450,1,1686425948840132600,0.039168,0.52992,0.039936,157.022464,242.379264,263.50464
0000000381,1,1686425948897278700,0.038144,0.52608,0.038912,28.961792,133.770496,154.925312
0000000515,1,1686425948974851800,0.027392,0.471808,0.027904,72.563968,147.037952,168.304384
0000000451,1,1686425949040323300,0.039936,0.48256,0.041216,55.25888,114.430464,135.65696
0000000382,1,1686425949097498600,0.04096,0.458496,0.04224,154.160384,209.813504,231.018496
0000000516,1,1686425949175230700,0.03584,0.577024,0.036608,168.411392,243.680768,265.548032
0000000452,1,1686425949240498700,0.037888,0.54656,0.039168,138.06464,210.108672,231.081216
0000000383,1,1686425949297712600,0.051712,0.42112,0.052992,22.157824,93.092864,114.348032
0000000517,1,1686425949375335700,0.045312,0.528128,0.046336,58.6816,133.0624,154.268672
0000000453,1,1686425949440667000,0.033536,1.153536,0.034816,21.717248,83.50976,104.407808
0000000384,1,1686425949497912000,0.039936,0.51584,0.04096,115.880448,174.932224,196.079616
0000000518,1,1686425949575587800,0.035072,0.515072,0.036096,151.469056,238.222592,259.379968
0000000454,1,1686425949641050000,0.051968,0.433664,0.052736,102.456064,175.586048,196.793344
0000000385,1,1686425949697936600,0.039168,0.465408,0.040192,198.825984,260.950272,282.082304
0000000519,1,1686425949775782000,0.037376,0.506112,0.039424,53.154816,129.588736,150.626816
0000000455,1,1686425949841224200,0.080896,0.45568,0.08192,192.398848,262.476032,284.402688
0000000386,1,1686425949898095000,0.034304,0.3328,0.035328,28.532224,110.190592,131.267072
0000000520,1,1686425949976020700,0.044032,0.609536,0.045312,149.120768,215.785216,236.932096
0000000456,1,1686425950041380400,0.027392,0.478464,0.027904,28.628736,133.348096,154.668032
0000000387,1,1686425950098343700,0.054528,0.477696,0.055808,131.933952,200.042752,221.218048
0000000521,1,1686425950176227300,0.041472,2.539776,0.042496,28.946176,105.572608,126.592256
0000000457,1,1686425950241453000,0.04352,0.609024,0.044288,152.765952,211.483392,233.523712
0000000388,1,1686425950298767400,0.045568,0.443904,0.046848,228.137472,331.853056,352.850944
0000000522,1,1686425950376251600,0.05248,0.503296,0.053504,125.383936,213.814272,234.994176
0000000458,1,1686425950441649400,0.031232,0.416,0.032,23.145728,93.98016,115.170048
0000000389,1,1686425950499020800,0.064256,0.5056,0.06528,31.010304,179.815424,200.91008
0000000600,1,1686425950530965000,0.040704,0.801024,0.041216,25.055744,118.450176,139.72736
0000000523,1,1686425950576409300,0.023808,0.490752,0.02432,31.149312,105.236736,126.449664
0000000459,1,1686425950641929000,0.045824,0.41984,0.046848,118.95552,171.650304,192.901376
0000000390,1,1686425950699293400,0.052736,0.448768,0.054016,223.942144,363.325696,384.463104
0000000601,1,1686425950731194000,0.090368,0.850432,0.091136,140.930304,268.148992,289.320448
0000000524,1,1686425950776721700,0.033792,0.50176,0.034816,148.313856,277.409536,298.690816
0000000460,1,1686425950842050800,0.02816,0.50944,0.029184,197.806336,295.485696,316.798976
0000000391,1,1686425950899504600,0.055808,0.460032,0.057344,33.822976,157.242624,178.366976
0000000602,1,1686425950931476700,0.039936,2.11328,0.04096,100.61568,194.299136,215.369472
0000000525,1,1686425950976876800,0.027392,0.45568,0.02816,92.946432,170.285568,191.523328
0000000461,1,1686425951042256400,0.042496,0.664832,0.043776,38.432,152.831232,173.981184
0000000392,1,1686425951099660000,0.047872,0.65024,0.048896,190.320896,390.474752,411.518208
0000000603,1,1686425951131583500,0.030208,0.476928,0.030976,239.837952,533.774336,554.8352
0000000526,1,1686425951177116400,0.043776,0.502016,0.045568,228.603136,492.510208,513.707776
0000000462,1,1686425951242522600,0.043264,0.4288,0.044288,298.504448,478.178304,499.298304
0000000393,1,1686425951299834000,0.043008,0.539648,0.049664,26.855424,407.389952,428.873984
0000000604,1,1686425951331769300,0.031488,0.45824,0.032256,66.44608,367.834624,389.009664
0000000527,1,1686425951377226800,0.033792,0.612864,0.034816,79.358208,323.860224,344.917248
0000000463,1,1686425951442739000,0.053248,0.565248,0.054272,101.745408,344.412416,365.564416
0000000394,1,1686425951500078800,0.05248,0.652288,0.053504,97.453056,240.44928,261.484288
0000000605,1,1686425951532001800,0.044288,0.521728,0.045568,168.283392,505.346816,526.573056
0000000528,1,1686425951577476600,0.024832,0.410112,0.0256,127.422464,451.270656,472.649984
0000000464,1,1686425951643012900,0.04352,0.498944,0.044544,99.798016,169.18016,190.205952
0000000395,1,1686425951700315400,0.064768,0.633088,0.066304,23.201536,103.501312,124.753152
0000000606,1,1686425951732182800,0.023808,0.520704,0.024576,221.979136,384.147712,405.0816
0000000529,1,1686425951777890000,0.059392,0.502784,0.060416,174.172416,329.826816,350.937856
0000000465,1,1686425951843170800,0.026112,0.411392,0.026624,215.276544,333.61536,354.71872
0000000396,1,1686425951900523000,0.051968,0.446208,0.052736,149.382912,273.576192,294.708736
0000000607,1,1686425951933106400,0.032,0.459008,0.033024,26.186496,201.200384,224.309504
0000000530,1,1686425951978052000,0.043008,0.440576,0.044032,28.577792,176.319488,197.636864
0000000466,1,1686425952043282000,0.04224,0.622592,0.043008,44.686592,146.392064,167.750144
0000000397,1,1686425952100584200,0.034816,0.518144,0.035584,87.558912,146.290432,167.527936
0000000608,1,1686425952134147300,0.031744,1.488128,0.032768,226.646784,333.97376,355.0912
0000000531,1,1686425952178071300,0.044544,0.48128,0.045568,199.597568,308.111104,329.24416
0000000467,1,1686425952243526400,0.036096,0.455168,0.036864,171.470336,300.491008,321.582336
0000000398,1,1686425952300890000,0.036352,0.625664,0.037376,171.116288,299.221248,320.403456
0000000609,1,1686425952334381600,0.048896,0.529152,0.049664,29.496064,214.871808,235.872
0000000532,1,1686425952378260200,0.029696,0.535296,0.030464,39.90016,207.202816,228.42496
0000000468,1,1686425952443601700,0.039168,0.398336,0.040192,26.554624,196.83456,217.997056
0000000399,1,1686425952501069800,0.060416,0.525568,0.061696,26.79936,203.706112,224.867584
0000000610,1,1686425952534542800,0.041984,2.3168,0.043008,34.710784,139.586304,160.6016
0000000533,1,1686425952578482200,0.041984,2.754048,0.043008,29.472768,130.607872,151.675392
0000000469,1,1686425952643781400,0.037632,0.3968,0.038656,221.865984,322.832896,344.128
0000000611,1,1686425952734687000,0.024832,0.31232,0.025344,160.525824,251.2192,272.31744
0000000534,1,1686425952778527700,0.036864,0.545792,0.037632,166.85824,257.044736,278.202368
0000000470,1,1686425952843985700,0.024064,0.619008,0.024576,22.150912,182.033152,203.049472
0000000612,1,1686425952934802200,0.033024,0.402688,0.033792,68.940544,207.12576,228.38144
0000000535,1,1686425952978703400,0.046848,0.479232,0.047872,90.578432,205.782528,227.183104
0000000471,1,1686425953044242200,0.032512,0.621568,0.034048,222.8544,342.184448,363.365888
0000000613,1,1686425953135094000,0.04096,0.56576,0.041984,30.890496,162.981376,184.030976
0000000536,1,1686425953178973200,0.049408,0.44032,0.050432,33.566464,180.856832,202.104832
0000000472,1,1686425953244359400,0.040704,0.410368,0.042496,35.149056,140.272384,161.377536
0000000614,1,1686425953335190800,0.031488,0.576,0.032256,179.889664,250.81088,271.95392
0000000537,1,1686425953379170300,0.034048,0.433408,0.035072,220.35712,345.12256,366.461952
0000000473,1,1686425953444626700,0.052992,0.498176,0.05632,179.44448,315.613952,336.745984
0000000615,1,1686425953535393000,0.047616,0.545792,0.04864,81.831936,205.43488,226.587904
0000000538,1,1686425953580046600,0.087296,0.920576,0.088576,36.027904,173.517312,194.521088
0000000474,1,1686425953644877800,0.035584,0.410368,0.036608,45.636352,207.736832,229.374464
0000000616,1,1686425953735613700,0.032512,0.41472,0.03328,19.62112,117.341952,139.45216
0000000539,1,1686425953780073500,0.025088,0.571136,0.025856,194.703616,273.839616,294.93504
0000000475,1,1686425953845119000,0.049152,0.452864,0.050176,23.42016,82.024704,103.230976
0000000617,1,1686425953935819000,0.030976,0.496384,0.031744,137.195264,199.099648,221.84832
0000000540,1,1686425953980154600,0.038144,0.52352,0.039424,39.879168,142.633472,163.649792
0000000476,1,1686425954045272600,0.04096,0.501504,0.041984,101.613568,157.625088,178.853376
0000000618,1,1686425954136925200,0.029696,0.509952,0.030464,222.758912,327.785728,348.934144
0000000541,1,1686425954180202500,0.042752,0.399872,0.04352,168.196608,249.193728,270.317056
0000000477,1,1686425954245600300,0.040192,0.366336,0.041216,180.870144,288.418816,311.2512
0000000619,1,1686425954337160200,0.046848,0.520192,0.048384,26.366208,188.488192,209.509376
0000000542,1,1686425954380736800,0.04608,0.428032,0.046848,64.648704,154.387712,175.540992
0000000478,1,1686425954445832200,0.025344,0.464896,0.026112,31.939072,140.346368,161.424128
0000000620,1,1686425954537428200,0.042496,0.439808,0.043264,212.35712,303.964416,325.304832
0000000543,1,1686425954580943400,0.036864,0.414976,0.037888,185.745664,282.060288,303.080192
0000000479,1,1686425954646083800,0.037888,0.537856,0.039168,166.518784,242.499072,263.58144
0000000621,1,1686425954737581600,0.036608,0.464128,0.037632,23.17312,116.76416,137.802496
0000000544,1,1686425954781130000,0.025344,0.374528,0.026368,28.93184,145.40032,168.311552
0000000480,1,1686425954846242300,0.041728,0.399104,0.042752,57.30432,116.371712,137.483008
0000000622,1,1686425954937815800,0.067584,0.5696,0.068864,137.147904,210.975744,233.381632
0000000545,1,1686425954981356500,0.040704,0.429056,0.041728,172.891392,282.28096,303.359744
0000000481,1,1686425955046391300,0.024064,0.427264,0.024576,139.600128,221.126144,242.14016
0000000623,1,1686425955138043000,0.037632,0.428032,0.038656,22.576384,106.959872,127.694848
0000000546,1,1686425955181498600,0.034048,0.376576,0.034816,22.580992,154.708224,175.873536
0000000482,1,1686425955246580500,0.035584,0.413952,0.03712,39.581696,105.811712,127.005952
0000000624,1,1686425955338253800,0.040192,0.517632,0.041216,124.979968,186.83776,207.978752
0000000547,1,1686425955381755000,0.037376,0.73472,0.038144,176.195328,257.92128,279.241728
0000000483,1,1686425955446815200,0.040192,0.388864,0.041216,126.56,209.816832,231.342592
0000000625,1,1686425955538475500,0.036352,0.46336,0.03712,204.338432,285.683968,306.800384
0000000548,1,1686425955581927200,0.026368,0.464128,0.027392,81.019392,154.403072,175.630848
0000000484,1,1686425955647011300,0.0384,0.460288,0.039168,20.624128,93.434112,114.573824
0000000626,1,1686425955739395600,0.027904,0.478208,0.028416,15.566592,132.904704,154.140928
0000000549,1,1686425955782148600,0.041728,0.427264,0.042496,176.413952,272.40704,293.50016
0000000485,1,1686425955847091000,0.044032,0.498688,0.045312,113.560832,193.310208,214.33216
0000000627,1,1686425955939828500,0.058112,0.45312,0.059136,157.57568,217.868032,239.441152
0000000550,1,1686425955982350800,0.036608,0.530944,0.037632,20.791808,141.802496,162.847488
0000000486,1,1686425956047289000,0.041472,0.465408,0.043008,214.345472,273.833216,295.081472
0000000628,1,1686425956140004600,0.041984,0.429312,0.043008,30.00064,86.583808,107.778048
0000000551,1,1686425956182552800,0.038912,0.391168,0.039936,168.761088,226.219008,247.272448
0000000487,1,1686425956247374000,0.029184,0.615168,0.030208,15.962112,118.90304,140.19456
0000000629,1,1686425956340226300,0.047616,0.49408,0.04864,107.899904,166.993152,188.002816
0000000552,1,1686425956382796800,0.040448,0.478464,0.041216,38.734592,111.907328,133.05856
0000000488,1,1686425956447669500,0.034304,0.491008,0.035584,140.516864,195.083264,216.094976
0000000630,1,1686425956540410000,0.087296,0.659456,0.09728,188.751616,260.955904,281.882624
0000000553,1,1686425956583007500,0.03968,0.4672,0.040448,130.352896,202.858496,223.752704
0000000489,1,1686425956647830000,0.048384,0.561664,0.049664,221.936384,313.51808,334.580736
0000000631,1,1686425956740580400,0.028416,0.457472,0.029184,26.9056,166.85824,187.868672
0000000554,1,1686425956783338000,0.04096,0.468736,0.041728,21.342208,130.938624,152.066304
0000000490,1,1686425956847873500,0.030208,0.765952,0.030976,28.662528,116.317696,137.312256
0000000632,1,1686425956940667600,0.02304,2.118144,0.023552,200.403712,296.297216,317.322752
0000000555,1,1686425956983528200,0.043008,0.551168,0.043776,159.826432,251.463424,272.666368
0000000491,1,1686425957048176000,0.060416,0.599552,0.061696,143.525376,231.081984,252.151552
0000000633,1,1686425957141043200,0.04224,0.45312,0.043264,43.931136,187.387392,208.34816
0000000556,1,1686425957183701200,0.034816,0.388096,0.03584,69.047552,151.80928,173.141248
0000000492,1,1686425957248516400,0.045056,0.412416,0.045824,49.425152,116.790016,138.190848
0000000634,1,1686425957341204000,0.029696,0.549632,0.030208,218.72512,325.240832,346.280704
0000000557,1,1686425957383978200,0.06912,0.428288,0.070144,178.23616,289.412096,310.582528
0000000700,1,1686425957394228700,0.05504,0.743168,0.056064,21.852416,90.96576,112.096
0000000493,1,1686425957448613600,0.045568,0.463104,0.049152,145.983232,229.056256,250.2272
0000000635,1,1686425957542110000,0.032512,0.420096,0.03328,20.906752,178.1696,199.364352
0000000558,1,1686425957584197400,0.040448,0.507136,0.045312,29.137408,174.132992,195.394816
0000000701,1,1686425957594336300,0.044032,0.451584,0.0448,125.765376,200.218624,221.4336
0000000494,1,1686425957648844500,0.026624,0.374016,0.027648,50.38592,131.54688,152.782848
0000000636,1,1686425957742259500,0.0384,0.444672,0.039424,197.2928,326.53312,347.705344
0000000559,1,1686425957784379400,0.043264,0.46464,0.044544,193.931008,380.530688,401.74848
0000000702,1,1686425957794536000,0.038912,0.525568,0.040192,249.83808,405.789696,426.981632
0000000495,1,1686425957848963800,0.028672,0.477184,0.02944,178.042368,396.071424,417.119744
0000000637,1,1686425957942427400,0.037888,0.520704,0.038656,32.082176,312.900352,334.375168
0000000560,1,1686425957984555800,0.032256,0.408064,0.033536,75.558912,329.592064,350.766592
0000000703,1,1686425957994671600,0.06528,0.517888,0.071168,57.481216,246.850816,270.132992
0000000496,1,1686425958049175600,0.026112,0.446976,0.02688,57.808896,315.318784,336.498944
